Username,Rating,Ulasan
Arina Ayatika,5 bintang,"Ramai terkendali,pas hujan ,jd semua cari tempat ngiyup,masjid full sprti pengungsian,hehe"
Teguh Firmansah,5 bintang,"empat enak wisata keluarga, bawa makanan apapun boleh. Tapi kalo tikar besar g boleh ya gaes 😂. Disediakan banyak tempat duduk untuk menunggu/istirahat sejenak sambil buka bekal 😀
Saran kl kesini bawa troli, biar g capek gendong /bawa peralatan camping 😂
Selama pandemi menunggang gajah belum beroperasi.
Masuk aquarium bayar 20k /org
HTM Zoo 15k
Menunggang  onta 35k/org"
Fenti Guspita,3 bintang,"Binatangnya masih kurang variasi, musholanya kurang bersih, n masih ada tahapan bangunan"
LAILATUS SYARIFAH,2 bintang,"Rabu, 18 Januari 2023

Saya berkunjung dalam rangka wisata edukasi siswa TK, bagi anak anak melihat hewan secara langsung memberikan pengalaman yang baik. Namun bagi orangtua yang mendampingi (termasuk saya) kurang puas.

Kondisi air pada binatang Berang berang sangat keruh, tidak ada penjagaan secara ketat pada  kandang hewan seperti kandang monyet sehingga banyak sekali pengunjung yang memberikan makanan sembarangan kepadanya. Hal ini sangat membahayakan

Selain itu pungutan di kamar mandi sangatlah tidak masuk akal, pengalaman pribadi ngantar anak BAK dan celana basah karena kena air di kenakan ongkos pemakaian 2 orang. Selain itu ads perbedaan tarif untuk penggunaan kamar mandi, anak anak 2000, orang dewasa 3000 dan mandi 5000. Bagi orangtua hal ini sangat memberatkan, padahal Kamar Mandi adalah salah satu fasilitas dari tempat wisata namun masi dikenakan ongkos penggunaan."
Argowilis Trans,5 bintang,Suasana di dalam warnanya sekarang lebih bagus dan lumayan nyaman serta tertata rapi hanya ada beberapa spot yang masih dalam perbaikan
Alfira Maylana,5 bintang,Sangat edukatif tempat bersih dan nyaman hewan terawat dengan baik.
Diansyah Punya Cerita,4 bintang,"02072021

Waktu ke Surabaya akhir Juni lalu, sempat ke sini karena rindu melihat suasana di sini.
Untuk tiket tidak bisa lagi dibeli langsung di lokasi tapi melalui situs KBSnya alias online, harganya 15 ribu rupiah per orang. Dan nanti akan dapat kode QR yang bisa discan oleh staff saat kita akan masuk ke lokasi.terpisah
Usahakan pesan tiketnya jauh hari biar lebih enak karena waktu berkunjung di KBS dibagi menjadi 2 shift, pagi dan siang.

Kondisi hewannya sih ada yang benar-benar terawat dan ada yang kurus gitu, dan mungkin hewan yang lama sudah banyak yang meninggal.
Setidaknya sudah terlihat ada perbaikan sih.
Berharapnya semua hewan bisa sehat dan terawat, walau di masa pandemi sekalipun.

Untuk tempat makan sih tutup total, hanya ada beberapa kios saja yang buka, itupun kios yang sama dan di tiap sudut ada.

Jika ingin berkunjung ke sini, tetap jaga prokes ya, dan selalu awasi anak-anak jangan sampai lengah biar tidak terpisah."
Salma Faadhila,5 bintang,"Tempatnya bersih ,, lebih tertata daripada tahun lalu ,, parkir dialihkan ke joyoboyo"
Risty Amelia,5 bintang,"Luas, cukup bersih, rindang.
Biaya masuk 15rb/org.
Ndak khawatir utk cari makanan/snack/minuman krn bnyk yg jual"
Ulfa Karunia,5 bintang,"Aquarium ternyata baguss yaaa🤩🤩🤩, aku kalua diaquarium betah banget soalnya kalau dipakai menyindiri tuh tenang bangetttt"
Nur Hijriah,5 bintang,"Alhamdulillah... tempatnya sekarang jauh lebih bersih tertata dan rapi, tiketnya pun termasuk murah,cocok untuk keluarga"
Rahilben Thalib,3 bintang,Yah lumayan sih tapi cuma juauh banget tempat nya kita jalan kaki sekitar 6kg klo bolak balik🥲gk terlalu puas lah isinya dibandingkan dengan kita jalannya yg mau kesana
firman adi putra,3 bintang,"Masuk murah.
Tp banyak biaya tambahan lagi.
Masuk 15rb
Naik unta 35rb
Naik gajah 100rb (dulu cuma 20rb)
Masuk aquarium 30rb (dulu gratis)
Naik perahu motor 20rb
Naik perahu kayuh 45 buat 2 orang dan 55 buat 4 orang.
Dan ada beberapa lagi yg ngk tau harganya.

Boleh bawa makanan dari luar
Klau beli di dalam ya Termasuk menengah atas.

Banyak di bangun menyerupai alam dan cukup bagus.
tp yg bikin jengkel kenapa di dekat kandang malah ada taman kasian anak kecil ngk bisa lihat sendiri harus di gendong cukup kasih pagar pembatas biar lihatnya puas.

Lalu di area naik gajah dulu bisa puas nontonnya walau ngk ikut naik tp sekarang malah kehalang pagar tinggi cuma di kususkan buat yg bayar aja.

Aquarium ikan dulu gratis sekarang malah
bayar.

Lalu buat filter air tolong kasih yg bagus biar air kelihatan bening masa model aquarium tp air kelihatan keruh di area berang2 dan buaya.

Ngk usah kasih live musik percuma ngk ada yg nonton.

Tempat parkir resmi terbatas klau bawa mobil jangan sekali² coba parkir pinggir jalan klau kaga mau di derek.

Klau parkir di terminal Joyoboyo termasuk jauh."
seila_cute _cilvia cute,5 bintang,Hewannya cukup banyak..dan sehat semua ..kandange bersih gak baik ..
atmi pulgas,5 bintang,"Menambah pengetahuan anak sy yg kelas 1 SD, kedua anak sy seneng bisa lht binatang secara langaung dan jelas"
AbDan Alpha,4 bintang,Tempat favorite warga surabaya untuk mengajak jalan jalan keluarga. Tiket  cukup terjangkau. Meskipun saat pandemi banyak wahana yg tidak diaktifkan tapi masih oke. Masih perlu banyak perbaikan disana sini.
Imeldha Azzmy,4 bintang,"Tidak terlalu ramai, lumayan panas namun terbantu oleh banyak tanaman yg ada"
Ahmad Riris Muldani,5 bintang,Bersih asri dan nyaman untuk keluarga serta anak bermain belajar mengenal Hewan.
Najiah Sam,5 bintang,Alhamdulillah bisa jalan jalan ke kebun binatang Surabaya bersama org tua 🥰
Devi Hanum,5 bintang,"Tempat yang menyenangkan untuk anak-anak belajar ttg hewan. Sekarang sdh lebih terawat dibandingkan dulu.

Sayangnya tadi tidak ada fasilitas memberi makan gajah, padahal biasanya ada. Atau mungkin ada alokasi waktu khusus, tapi saya tidak tahu, karena tdk ada petunjuk nya.

Naik gajah nya lumayan antri 1 jam. Kebetulan banyak siswa-siswa TK dari banyak sekolah yang sdg berkunjung. Overall anak saya seneng sih."
Wilda Azhima,5 bintang,"Cukup bersih, hewan lumayan lengkap murah cuma 15rb dibawah 2th free"
Citra Marmer Tulungagung,5 bintang,"Pertama kali kesini, tiket cukup murah cuma 15rb"
Sinyo Ndaru,5 bintang,"Untuk keseluruhan good😁
Tiket masuk 15k sangat murah sekali.bisa jalan jalan sepuasnya...
Masukan nya mungkin wahana untuk foto foto di tambahi karena jaman sekarang banyak yg suka selfie😁
#sinyondaru …"
kiagus muhammad abubakar,5 bintang,"Tempat bagus buat rekreasi.. harga murah. Anak sy senang sekali .. naik gajah, liat ikan hiu kecil, buaya, harimau,jerapah, kudanil, beruang, cuma sayang nya dikandang singa tidak keliatan singa nya. Didalam juga banyak stand makanan minuman,  Sangat cocok buat anak2 dan keluarga."
Amelia Novidebby,5 bintang,Klo weekend rame banget ternyata. Pengen nyoba yg night surabaya zoo
ninik hariyani,5 bintang,Tempat nya nyaman adem  u kegiatan anak2 outingclass
Amalia Mawarizky,5 bintang,waktu kesana sore hari jadi kurang menikmati suasana
lesri paligi,5 bintang,"Tempatnya adem, cocok buat edukasi anak2... tiket masuknya terjangkau. Lumayan bakar kalori mengelilingi kbs 😁😁 tp seru. Kesana sendirian krn kebetulan lg transit d sby …"
Sudibyo Theofilus,5 bintang,Beli tiket masuk harus non tunai... Jd harus siap bayar pke QRIS ato sejenis....
Iik Indah,4 bintang,KBS sudah banyak berubah menjadi lebih baik. 👍 …
S pons,5 bintang,"Datang ke tempat ini tanpa rencana karena kebetulan lewat dan dekat. Tidak disangka kita lupa kalau waktu itu adalah libur sekolah, dimana pengunjung tumpah ruah datang dan agak membuat akses masuk jadi mengantri dengan cukup panjang.
Untung saja petugas dengan sigap membantu datang mengetuk pintu mobil ke mobil agar pembayaran tiket di loket tidak menumpuk.
Cuaca hari itu cukup panas dan rasanya kurang nyaman membawa anak kecil apalagi anak di bawah satu tahun. Tempat parkir lumayan penuh di beberapa titik jadi kita harus berjalan agak jauh untuk melihat kandang binatang.
Membeli makanan di dekat area kebun binatang juga harganya cukup terjangkau. Tapi kalau tidak ingin mengantri dan tidak ribet, kita bisa membawa tikar sendiri dari rumah dan membawa makanan untuk disantap karena di sana banyak pepohonan rindang dan rerumputan yang bersih yang nyaman untuk dipakai sekedar istirahat makan siang."
Okky Mustofa,5 bintang,"Masjid nya bersih ber AC
ada tempat charger hp"
Lailan Sufinah,5 bintang,"Kebun binatang terbesar di Surabaya. Di dalamnya banyak sekali hewan-hewan yang dirawat. Wisata keluarga, weekend selalu penuh. Saran jika tidak ingin berkerumun, datangnya jangan weekend. Usahakan pesan tiket online terlebih dahulu. Walaupun bisa beli tiket di tempat, tapi harus siap-siap ya antri dan susah sekali physical distancingnya.
Kawasan wajib bermasker, anak-anak juga memakainya. Wisata ke sini harus siap, kalau tidak biasa jalan kaki lama, bisa pegal. Datangnya jangan kesiangan, panas booo taulah ya Surabaya panasnya gimana:D
Wisata populer di Surabaya, tidak disarankan jika tidak suka berkerumun. Emm bisa sih jaga jarak, tapi pinter-pinter kita aja. Jangan lupa semprotan hand sanitizer dibawa terus yak."
Harun sidoarjo,5 bintang,"Hari minggu kemarin tanggal kita klub IPSS Sidoarjo acara gowes bareng ke kebun binatang surabaya, adyiknya sebelum jam 8 pagi ada gratis satu tiket masuk klu gak salah setiap empat sepeda, kita juga bisa menelusuri setiap wahana dg naik sepeda dan bisa foto-foto, keren dech....tempatnya bersih dan nyaman 😎🚴🚴🚴🚴 …"
Eric Sugiharto,3 bintang,"Tempat bagus dan nyaman, namun ada baiknya peraturan diperketat. Terutama untuk masalah rokok, dan tenpat istirahat. Ada yg istirahat di depan kandang dan merokok d tempat duduk. Sehingga kurang nyaman. Pengalaman melihat hewan d sini sangat baik dan ada spot, seperti di bagian rusa, di mana kita bisa berinteraksi dengan hewan. Tempat parkir sangat kurang. Parkir di luar harga nya antara 20rb dan 30rb meskipun itu bukan parkir resmi dan setelah parkir tidak dijaga sama sekali."
Nurhayati Faradisi,5 bintang,"Pengalaman yg paling berkesan justru sebelum masuk KBS. Belum nyampek gerbang langsung di hadang beberapa orang dan kasih tau Kalau parkiran full, mereka menawarkan lebih tepatnya menyarankan untuk parkir di sebrang jalan dg di antar mereka. Sepat ragu awalnya. Karena dy ikut di mobil dan penumpang suruh turun, jadi suami aja yg kebetulan lagi nyetir di ajak sama mas2 itu ke tempat parkir yg di maksud.

Dan setelah nunggu lamaaaaaaa dari tempat parkir mobil, pas masuk di dalam KBS ehh Hhhhh..   Parkiran longgar dong..

Bener2 g bisa terlupakan, karena kondisinya pas itu lumayan menegangkan, mereka sangat2 meyakinkan dg cara ngomongnya, sampek suruh liat dari pintu gerbang kalo g percaya, masih ada space parkir atau tidak.

Sooo.... Buat teman2 yg mau ke KBS, jangan langsung percaya ya kalau di tawarin parkir yg gitu2, trus jangan panik juga."
Restu Suryana Al'ala'a,5 bintang,"Tempatnya bagus,parkir banyak bisa masuk lewat pintu selatan atau utama. Toilet ada,mushola ada."
Zaki Murtadho,5 bintang,"Dateng jam setengah 8 ternyata buka jam 10, setelah di nego bisa masuk jam 8 karena rombongan bus"
Wahyuningsih Indah K,4 bintang,"Tiket masuk 15ribu per kepala (kalau tidak salah anak di bawah 2 tahun tidak perlu bayar). Masih ada beberapa tempat yang direnovasi, ada kids zoo atau baby zoo yang sepertinya kurang terawat tempatnya."
Pramons Family,5 bintang,"Keren tempat ini bener bener luas, siapkan tenaga utk berkeliling KBS.... nyaman dan pasti bikin anak anak tertarik dengan semua binatangnya"
arum pandanwangi,4 bintang,"Tempat yang gak pernah sepi selalu lautan manusia yang berkeliling dan juga menggelar tikar harganya 15k/orang meskipun begitu untuk parkir ya lumayan jauh jika bawa mobil tidak parkir di TIJ(terminal intermoda Joyoboyo) ditarik 20k/mobil lebih Deket jalannya dari pintu masuk selatan. Kalau sepeda motor sih tetap di parkir masuk Utara alias seberang patung suro and boyo

Cuman untuk pelayanan naik gajah hanya boleh anak2 saja 35k include foto dan juga foto sama jerapah minimal 6orang baru dapat 1keranjang makanan jerapah+boneka jerapah 100k yah yang anggota keluarganya cuma 5
4orang ya jadi mundur alon2 tidak ditarik biaya foto"
Andre AVF,5 bintang,"Sekarang lebih menarik,tapi klo pas rame wah kurang nyaman"
Johan Kristiyanto,5 bintang,"Tiket 15rb cukup murah, adem, cuma agak bingung lokasi satwanya beberapa petunjuk kurang membantu"
L.BUDIARTO,5 bintang,"Tata letak dan suasana lingkungan semakin bagus, wahana bermain dg satwa perlu ditambah lagi."
steadyhead,5 bintang,"Kebun binatang legendaris dan tiket masuk hanya 15rb per orang, sekarang bayarnya bisa cash maupun QRIS. Untuk fasilitas sudah banyak yg diperbaiki namun tempat duduk2 perlu ditambah, kalau bisa ada tempat pikniknya agar saat weekend tidak ngumpul semua di masjid untuk tidur-tiduran. Parkiran jg sekarang nyaman, bisa di parkiran utama yg sempit atau bisa parkir di TIJ (sebelah selatan KBS) yang aman nyaman standar parkir mall."
Sheilla,3 bintang,"Sekarang sudah lumayan tertata & bagus, tapi masih ada bbrpa kandang yg kosong.
Utk tiket masuk 15rb, masih terjangkau.
Utk naik gajah dulu th 2018 masih sekitar 25rb sekarang th 2022 udah 70rb-100rb aja, kurang ramah dikantong yaa bund.. 😅
Sangat di sayangkan utk stand2 makanan di dalam agak pricey 2x lipat dari hrga di luaran tapi dengan kualitas yg kurang seperti di sajikan ala kadarnya saja. Jika hrga agak pricey dgn kualitas rasa yg sesuai pasti pembeli tidak akan kecewa & menyesal. Mending bawa makan/minum sendiri dari luar."
mursal UCHA,5 bintang,View nya bagus tempatnya adem banyak buat spot foto2
Roosy Ochy,5 bintang,"Tempat nyaman sekarang..pepohonan bkin suasana rindang dan adem.. Koleksi binatang ckup banyak, perawatan sudah ckup baik.. Semoga lebih baik lg ke depannya.. 😊 …"
Marizcha aulya a,4 bintang,"rindang dan adem banyak rusa rusa dan temannya , hewan lainnya pun banyak jerapah gajah burung ikan buaya dan lainlain , nyaman aman dan sejuk mantap buat liburan kelaurgabatau dengan siapapun . wpalagi untuk pengenalan kepada anak anak ini sangat cocok . tiket murah meriah namun sayang sekali karena pandemi ada beberapa yang kurang terawat dan sepi . semoga pandemi lekas sembuhya"
Yani Marliyana,5 bintang,"Wisata edukasi anak.
Untuk anak yang tinggi'nya sudah mencapai 85 cm dikenakan tiket masuk.
Disediakan juga sayuran untuk memberi makanan hewan dengan biaya 10 rb/ keranjang kecil.
Sekarang, untuk masuk area aquarium di kenakan biaya tersendiri karena lain pengelola(Pelindo).

Bagi yang bawa bekal dari rumah, tidak perlu membawa tikar, cukup mencari tempat duduk yang disediakan oleh pihak pengelola. Karena kalau sampai mengelar tikar akan ditegur oleh petugas yang berkeliling."
UmY 97,5 bintang,Seru...best dech...Monggo ajak keluarga dan mengajak anak utk pengenalan ttg binatang...
Adlin Maulidia,5 bintang,"Superb!
Alhamdulillah...
MasyaAllah...
Jadi juga main kesinii meski masih pandemi. Pengunjung yg datang bisa masuk lokasi walau jalur beli tiketnya online maupun offline. cuma lokasi loketnya beda dari yg biasanya, ada di sebelah barat parkiran motor. Alhamdulillah bayi boleh masuk. Anak² dianjurkan memakai masker. Prokes nya cukup banyak + aman. Menurut saya skrg Bonbin lebih kids friendly krn ada feeding animal nya, perbanyak receh 10rb-an untuk ngasih makan binatang. Ada area foto bersama burung kayak di Taman Safari. Area naik gajah biayanya 40rb/org. Nyatanya saya sekeluarga nggak cukup setengah hari mengelilingi luasnya tempat inii. Luv!"
Adek miftakhul huda,5 bintang,"Tempatnya nyaman, semakin tahun, semakin nampak perbaikan dri segala sektor di kbs, terimakasih"
Junita Risma wanti,5 bintang,"Seruuu, tempatnya luas sampe capek aku jalan😭  aku kesana untuk UAS tugas ngevlog"
elsya hanania,5 bintang,"Tempat edu wisata keluarga, bawa makanan apapun boleh. Tapi kalo tikar besar g boleh ya gaes 😂. Disediakan banyak tempat duduk untuk menunggu/istirahat sejenak sambil buka bekal.
Saran kalau kesini bawa troli, biar g capek gendong.

Masuk aquarium bayar 20k /org
HTM Zoo 15k
Menunggang 🐫 35k/org
Aneka jajanan & minuman hrg di semua booth sama dan tergolong ramah di kantong.
Yuk ajak keluarga datang."
Pingky Dewi,4 bintang,"Tempatnya bersih, harga tiketnya juga murah"
Jihan Risanti,5 bintang,"Tiket masuk murah, cuman 15k/orang dan bisa bayar pakai qris. Tapi kalo yang aquarium lumayan mahal, 60k/org."
Veronika Yuliana,5 bintang,"Harga tiket masuknya 15.000. Di bbrp wahana bayar tiket lagi. Poto dengan jerapah 100 rb. Naik unta 35.000. naik perahu 15 - 20rb. Bioskop 3D 15 rb. Hr ini ramai banget. Jd saya cuma 1,5 jam aja berkunjungnya"
Fattah Niko Raihan,4 bintang,Pgn liat sloth + kapibara ternyata Kaga ada tolong di restock min.
Ekyasa Mahardika,5 bintang,"Kebun binatang tapi terlalu banyak manusia disini. Hewan-hewannya terlihat cukup terawat dan lengkap. Tiket masuk cuma 15rb. Tempatnya sangat luas, cukup melelahkan untuk berkeliling."
Uyen Aini,5 bintang,"Skrg udah mulai rame lagi. Banyak spot foto juga
Apalagi kalo minggu/hari libur parkiran penuh banget"
Rani Mardiyah,4 bintang,"Cocok untuk healing , untuk anak kecil cocok untuk menenangkan pikiran"
Ardi Utomo,5 bintang,Tempatnya sekarang bagus bgt. Bersih dan nyaman. Penataan satwa koleksinya lebih keren.
Niko Andriono,5 bintang,Bagus banget…harga tiket terjangkau. Cuman untuk pengunjung kadang bingung jalan keluarnya harus muter2.
Syaa,5 bintang,"Cocok untuk anak umur diatas 2th. Karena jika dibawah 2th masih kurang bisa menikmati. Anakku usia 3th 3bln rasaku umur yg pas, anak udah banyak pertanyaan dan antusias melihan berbagai jenis binatang."
Bilqis Rosinda,5 bintang,"Destinasi wisata yang wajib banget dikunjungi kalau ke Surabaya, lokasinya adem, luas, cocok banget buat yang suka jalan-jalan (Kalau yang gampang capek, kayaknya kurang cocok), bisa sambil belajar, foto-foto, plusnya lagi boleh bawa makanan dari luar, tempat duduknya juga banyak. Htm+parkir 20rb. Mending dateng pas weekday sih, ga terlalu rame, jadi bisa leluasa explore tiap tempat. Tiket masuk yang area Aquarium (atau apa itu namanya lupa) 30rb, seru bisa liat banyak jenis ikan, reptil, dan hewan malam."
